outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population
case,Jun-22,202222,all_ages_adj,Pfizer,"169,430","86,045,143","155,056","54,363,374.55"
case,Jun-22,202223,5-11,all_types,"7,614","5,575,732","12,080","13,544,691"
case,Jun-22,202223,12-17,all_types,"11,210","10,257,684","7,916","6,430,222"
case,Jun-22,202223,18-29,all_types,"44,724","23,100,333","36,417","11,923,759"
case,Jun-22,202223,30-49,all_types,"88,952","42,299,596","51,821","12,851,376.20"
case,Jun-22,202223,50-64,all_types,"66,189","34,837,532","27,550","6,433,715.70"
case,Jun-22,202223,65-79,all_types,"42,103","25,806,640.55","14,445","2,055,346.70"
case,Jun-22,202223,80+,all_types,"14,133","7,522,742","5,218","981,987.95"
case,Jun-22,202223,all_ages_adj,all_types,"274,925","149,400,259.60","155,447","54,221,098.55"
case,Jun-22,202223,all_ages_adj,Janssen,"15,487","11,341,253","155,447","54,221,098.55"
case,Jun-22,202223,all_ages_adj,Moderna,"95,844","51,838,649","155,447","54,221,098.55"
case,Jun-22,202223,all_ages_adj,Pfizer,"163,294","86,162,536","155,447","54,221,098.55"
case,Jun-22,202224,5-11,all_types,"6,227","5,599,460","10,796","13,516,590"
case,Jun-22,202224,12-17,all_types,"9,006","10,270,617","7,221","6,414,836"
case,Jun-22,202224,18-29,all_types,"42,324","23,120,915","36,365","11,893,846"
case,Jun-22,202224,30-49,all_types,"84,742","42,321,400","51,693","12,822,325.20"
case,Jun-22,202224,50-64,all_types,"64,226","34,861,988","28,171","6,416,536.70"
case,Jun-22,202224,65-79,all_types,"42,288","25,828,226.55","15,029","2,047,287.50"
case,Jun-22,202224,80+,all_types,"14,192","7,530,279","5,147","977,724.95"
case,Jun-22,202224,all_ages_adj,all_types,"263,005","149,532,885.60","154,422","54,089,146.35"
case,Jun-22,202224,all_ages_adj,Janssen,"14,850","11,345,263","154,422","54,089,146.35"
case,Jun-22,202224,all_ages_adj,Moderna,"94,108","51,875,047","154,422","54,089,146.35"
case,Jun-22,202224,all_ages_adj,Pfizer,"153,769","86,256,338","154,422","54,089,146.35"
case,Jun-22,202225,5-11,all_types,"6,292","5,624,821","11,336","13,488,153"
case,Jun-22,202225,12-17,all_types,"9,260","10,284,441","7,401","6,400,644"
case,Jun-22,202225,18-29,all_types,"45,890","23,143,550","39,268","11,865,342"
case,Jun-22,202225,30-49,all_types,"91,632","42,345,085","55,944","12,795,427.20"
case,Jun-22,202225,50-64,all_types,"69,421","34,887,031","29,373","6,400,408.70"
case,Jun-22,202225,65-79,all_types,"45,871","25,850,049.55","15,556","2,039,944.50"
case,Jun-22,202225,80+,all_types,"15,655","7,538,015","5,419","974,173.40"
case,Jun-22,202225,all_ages_adj,all_types,"284,021","149,672,992.60","164,297","53,964,092.80"
case,Jun-22,202225,all_ages_adj,Janssen,"16,185","11,350,367","164,297","53,964,092.80"
case,Jun-22,202225,all_ages_adj,Moderna,"102,340","51,912,433","164,297","53,964,092.80"
case,Jun-22,202225,all_ages_adj,Pfizer,"165,137","86,355,865","164,297","53,964,092.80"
case,Jun-22,202226,5-11,all_types,"6,235","5,650,332","12,966","13,460,438"
case,Jun-22,202226,12-17,all_types,"9,597","10,297,515","8,242","6,387,013"
case,Jun-22,202226,18-29,all_types,"48,777","23,165,600","43,926","11,836,838"
case,Jun-22,202226,30-49,all_types,"96,447","42,367,796","62,314","12,768,658.20"
case,Jun-22,202226,50-64,all_types,"73,900","34,909,281","32,690","6,385,345.70"
case,Jun-22,202226,65-79,all_types,"50,000","25,868,484.55","17,743","2,033,025.50"
case,Jun-22,202226,80+,all_types,"16,969","7,544,285","6,292","970,917.40"
case,Jun-22,202226,all_ages_adj,all_types,"301,925","149,803,293.60","184,173","53,842,235.80"
case,Jun-22,202226,all_ages_adj,Janssen,"16,912","11,355,093","184,173","53,842,235.80"
case,Jun-22,202226,all_ages_adj,Moderna,"110,660","51,945,624","184,173","53,842,235.80"
case,Jun-22,202226,all_ages_adj,Pfizer,"174,032","86,449,284","184,173","53,842,235.80"
case,Jul-22,202227,5-11,all_types,"6,153","5,674,291","13,550","13,435,754"
case,Jul-22,202227,12-17,all_types,"9,286","10,309,991","8,882","6,375,341"
case,Jul-22,202227,18-29,all_types,"49,758","23,185,596","45,989","11,813,229"
case,Jul-22,202227,30-49,all_types,"98,922","42,388,382","64,903","12,746,804.20"
case,Jul-22,202227,50-64,all_types,"76,569","34,929,357","34,170","6,371,359.70"
case,Jul-22,202227,65-79,all_types,"52,386","25,884,293.55","18,467","2,026,875.50"
case,Jul-22,202227,80+,all_types,"18,037","7,549,692","6,646","968,400.40"
case,Jul-22,202227,all_ages_adj,all_types,"311,111","149,921,602.60","192,607","53,737,763.80"
case,Jul-22,202227,all_ages_adj,Janssen,"17,629","11,359,608","192,607","53,737,763.80"
case,Jul-22,202227,all_ages_adj,Moderna,"113,952","51,975,149","192,607","53,737,763.80"
case,Jul-22,202227,all_ages_adj,Pfizer,"179,163","86,534,828","192,607","53,737,763.80"
case,Jul-22,202228,5-11,all_types,"6,425","5,698,075","15,990","13,403,669"
case,Jul-22,202228,12-17,all_types,"10,163","10,322,472","10,236","6,360,827"
case,Jul-22,202228,18-29,all_types,"51,493","23,205,820","50,566","11,782,923"
case,Jul-22,202228,30-49,all_types,"102,100","42,408,311","71,697","12,717,419.20"
case,Jul-22,202228,50-64,all_types,"81,331","34,947,292","37,537","6,352,019.70"
case,Jul-22,202228,65-79,all_types,"56,003","25,898,168.55","20,184","2,016,994.50"
case,Jul-22,202228,80+,all_types,"19,522","7,554,475","7,183","964,687.40"
case,Jul-22,202228,all_ages_adj,all_types,"327,037","150,034,613.60","213,393","53,598,539.80"
case,Jul-22,202228,all_ages_adj,Janssen,"18,840","11,363,494","213,393","53,598,539.80"
case,Jul-22,202228,all_ages_adj,Moderna,"121,155","52,001,140","213,393","53,598,539.80"
case,Jul-22,202228,all_ages_adj,Pfizer,"186,640","86,618,597","213,393","53,598,539.80"
case,Jul-22,202229,5-11,all_types,"6,528","5,718,633","16,941","13,368,813"
case,Jul-22,202229,12-17,all_types,"9,739","10,332,921","10,510","6,346,190"
case,Jul-22,202229,18-29,all_types,"48,567","23,223,967","49,846","11,754,091"
case,Jul-22,202229,30-49,all_types,"98,148","42,426,070","71,629","12,689,283.20"
case,Jul-22,202229,50-64,all_types,"79,291","34,963,333","38,136","6,331,731.70"
case,Jul-22,202229,65-79,all_types,"55,648","25,909,816.55","20,490","2,006,767.50"
case,Jul-22,202229,80+,all_types,"19,736","7,558,149","7,449","960,740.40"
case,Jul-22,202229,all_ages_adj,all_types,"317,657","150,132,889.60","215,001","53,457,616.80"
case,Jul-22,202229,all_ages_adj,Janssen,"18,611","11,367,296","215,001","53,457,616.80"
case,Jul-22,202229,all_ages_adj,Moderna,"118,261","52,024,373","215,001","53,457,616.80"
case,Jul-22,202229,all_ages_adj,Pfizer,"180,412","86,690,730","215,001","53,457,616.80"
case,Jul-22,202230,5-11,all_types,"5,820","5,742,345","16,410","13,332,711"
case,Jul-22,202230,12-17,all_types,"8,915","10,344,354","10,010","6,331,238"
case,Jul-22,202230,18-29,all_types,"43,719","23,244,322","46,146","11,726,150"
case,Jul-22,202230,30-49,all_types,"88,281","42,446,488","66,553","12,662,549.20"
case,Jul-22,202230,50-64,all_types,"72,199","34,985,358","35,788","6,314,602.70"
case,Jul-22,202230,65-79,all_types,"51,399","25,927,375.55","19,475","1,998,507.50"
case,Jul-22,202230,80+,all_types,"18,409","7,563,619","7,263","957,150.40"
case,Jul-22,202230,all_ages_adj,all_types,"288,742","150,253,861.60","201,645","53,322,908.80"
case,Jul-22,202230,all_ages_adj,Janssen,"17,044","11,371,622","201,645","53,322,908.80"
case,Jul-22,202230,all_ages_adj,Moderna,"107,813","52,056,311","201,645","53,322,908.80"
case,Jul-22,202230,all_ages_adj,Pfizer,"163,561","86,776,669","201,645","53,322,908.80"
case,Aug-22,202231,5-11,all_types,"5,262","5,769,179","15,382","13,295,421"
case,Aug-22,202231,12-17,all_types,"8,005","10,356,583","9,398","6,316,222"
case,Aug-22,202231,18-29,all_types,"38,578","23,266,427","40,647","11,701,013"
case,Aug-22,202231,30-49,all_types,"76,917","42,470,098","59,293","12,637,124.20"
case,Aug-22,202231,50-64,all_types,"63,223","35,014,299","31,645","6,299,664.70"
case,Aug-22,202231,65-79,all_types,"45,465","25,950,177.55","17,724","1,991,715.50"
case,Aug-22,202231,80+,all_types,"16,748","7,570,194","6,517","954,479.40"
case,Aug-22,202231,all_ages_adj,all_types,"254,198","150,396,957.60","180,606","53,195,639.80"
case,Aug-22,202231,all_ages_adj,Janssen,"15,146","11,375,664","180,606","53,195,639.80"
case,Aug-22,202231,all_ages_adj,Moderna,"95,260","52,095,626","180,606","53,195,639.80"
case,Aug-22,202231,all_ages_adj,Pfizer,"143,510","86,878,021","180,606","53,195,639.80"
case,Aug-22,202232,5-11,all_types,"5,181","5,795,063","18,657","13,260,201"
case,Aug-22,202232,12-17,all_types,"8,339","10,367,277","11,752","6,301,838"
case,Aug-22,202232,18-29,all_types,"32,953","23,285,520","35,903","11,673,840"
case,Aug-22,202232,30-49,all_types,"66,488","42,488,217","52,177","12,612,743.20"
case,Aug-22,202232,50-64,all_types,"55,194","35,036,051","27,909","6,286,678.70"
case,Aug-22,202232,65-79,all_types,"40,372","25,968,700.55","15,765","1,985,820.50"
case,Aug-22,202232,80+,all_types,"15,419","7,575,875","5,914","952,186.40"
case,Aug-22,202232,all_ages_adj,all_types,"223,946","150,516,703.60","168,077","53,073,307.80"
case,Aug-22,202232,all_ages_adj,Janssen,"13,082","11,379,888","168,077","53,073,307.80"
case,Aug-22,202232,all_ages_adj,Moderna,"83,747","52,127,838","168,077","53,073,307.80"
case,Aug-22,202232,all_ages_adj,Pfizer,"126,810","86,961,884","168,077","53,073,307.80"
case,Aug-22,202233,5-11,all_types,"5,500","5,822,349","23,638","13,232,006"
case,Aug-22,202233,12-17,all_types,"9,612","10,378,911","15,973","6,289,677"
case,Aug-22,202233,18-29,all_types,"28,344","23,304,685","31,175","11,647,813"
case,Aug-22,202233,30-49,all_types,"58,162","42,505,993","46,333","12,591,069.20"
case,Aug-22,202233,50-64,all_types,"48,632","35,053,044","24,972","6,275,309.70"
case,Aug-22,202233,65-79,all_types,"36,326","25,981,688.55","14,405","1,980,837.50"
case,Aug-22,202233,80+,all_types,"13,912","7,579,955","5,434","950,163.40"
case,Aug-22,202233,all_ages_adj,all_types,"200,488","150,626,625.60","161,930","52,966,875.80"
case,Aug-22,202233,all_ages_adj,Janssen,"11,461","11,383,493","161,930","52,966,875.80"
case,Aug-22,202233,all_ages_adj,Moderna,"73,762","52,153,313","161,930","52,966,875.80"
case,Aug-22,202233,all_ages_adj,Pfizer,"114,929","87,042,613","161,930","52,966,875.80"
case,Aug-22,202234,5-11,all_types,"5,234","5,850,660","21,407","13,204,749"
case,Aug-22,202234,12-17,all_types,"10,620","10,389,974","18,441","6,278,510"
case,Aug-22,202234,18-29,all_types,"27,292","23,323,939","29,607","11,623,589"
case,Aug-22,202234,30-49,all_types,"54,118","42,523,066","42,632","12,570,232.20"
case,Aug-22,202234,50-64,all_types,"45,278","35,067,411","22,566","6,264,977.70"
case,Aug-22,202234,65-79,all_types,"34,188","25,991,888.55","12,866","1,976,511.50"
case,Aug-22,202234,80+,all_types,"13,319","7,583,070","4,809","948,437.40"
case,Aug-22,202234,all_ages_adj,all_types,"190,049","150,730,008.60","152,328","52,867,006.80"
case,Aug-22,202234,all_ages_adj,Janssen,"10,642","11,387,575","152,328","52,867,006.80"
case,Aug-22,202234,all_ages_adj,Moderna,"69,405","52,176,396","152,328","52,867,006.80"
case,Aug-22,202234,all_ages_adj,Pfizer,"109,566","87,118,897","152,328","52,867,006.80"
case,Aug-22,202235,5-11,all_types,"3,927","5,876,978","14,348","13,182,293"
case,Aug-22,202235,12-17,all_types,"9,363","10,399,929","14,816","6,269,159"
case,Aug-22,202235,18-29,all_types,"24,857","23,342,713","26,085","11,602,054"
case,Aug-22,202235,30-49,all_types,"46,050","42,539,100","36,155","12,552,285.20"
case,Aug-22,202235,50-64,all_types,"39,264","35,079,810","19,380","6,257,203.70"
case,Aug-22,202235,65-79,all_types,"31,106","26,000,390.55","11,559","1,973,891.50"
case,Aug-22,202235,80+,all_types,"12,104","7,585,734","4,394","947,346.40"
case,Aug-22,202235,all_ages_adj,all_types,"166,671","150,824,654.60","126,737","52,784,232.80"
case,Aug-22,202235,all_ages_adj,Janssen,"9,587","11,390,906","126,737","52,784,232.80"
case,Aug-22,202235,all_ages_adj,Moderna,"60,780","52,197,285","126,737","52,784,232.80"
case,Aug-22,202235,all_ages_adj,Pfizer,"95,988","87,188,844","126,737","52,784,232.80"
case,Sep-22,202236,5-11,all_types,"2,860","5,902,124","9,195","13,166,571"
case,Sep-22,202236,12-17,all_types,"6,297","10,409,251","8,742","6,263,337"
case,Sep-22,202236,18-29,all_types,"19,899","23,359,813","19,763","11,585,899"
case,Sep-22,202236,30-49,all_types,"38,247","42,554,504","27,722","12,538,105.20"
case,Sep-22,202236,50-64,all_types,"32,954","35,090,548","15,553","6,252,119.70"
case,Sep-22,202236,65-79,all_types,"26,944","26,007,394.55","9,712","1,971,285.50"
case,Sep-22,202236,80+,all_types,"11,021","7,587,778","4,086","946,646.40"
case,Sep-22,202236,all_ages_adj,all_types,"138,222","150,911,412.60","94,773","52,723,963.80"
case,Sep-22,202236,all_ages_adj,Janssen,"7,797","11,394,049","94,773","52,723,963.80"
case,Sep-22,202236,all_ages_adj,Moderna,"51,470","52,215,627","94,773","52,723,963.80"
case,Sep-22,202236,all_ages_adj,Pfizer,"78,736","87,253,235","94,773","52,723,963.80"
case,Sep-22,202237,5-11,all_types,"3,210","5,924,664","8,984","13,149,310"
case,Sep-22,202237,12-17,all_types,"6,356","10,417,404","7,895","6,256,296"
case,Sep-22,202237,18-29,all_types,"17,356","23,375,079","17,365","11,565,616"
case,Sep-22,202237,30-49,all_types,"35,103","42,568,808","24,501","12,519,405.20"
case,Sep-22,202237,50-64,all_types,"31,249","35,099,152","14,123","6,244,320.70"
case,Sep-22,202237,65-79,all_types,"25,560","26,012,657.55","9,017","1,966,245.50"
case,Sep-22,202237,80+,all_types,"10,390","7,589,396","3,753","945,381.40"
case,Sep-22,202237,all_ages_adj,all_types,"129,224","150,987,160.60","85,638","52,646,574.80"
case,Sep-22,202237,all_ages_adj,Janssen,"7,334","11,396,855","85,638","52,646,574.80"
case,Sep-22,202237,all_ages_adj,Moderna,"47,806","52,231,722","85,638","52,646,574.80"
case,Sep-22,202237,all_ages_adj,Pfizer,"73,930","87,308,735","85,638","52,646,574.80"
case,Sep-22,202238,5-11,all_types,"2,554","5,941,158","7,004","13,135,626"
case,Sep-22,202238,12-17,all_types,"5,461","10,422,896","6,858","6,250,615"
case,Sep-22,202238,18-29,all_types,"14,576","23,386,893","14,410","11,546,462"
case,Sep-22,202238,30-49,all_types,"31,590","42,580,153","22,412","12,502,356.20"
case,Sep-22,202238,50-64,all_types,"28,428","35,103,546","13,660","6,236,764.70"
case,Sep-22,202238,65-79,all_types,"23,919","26,014,277.55","8,727","1,960,346.50"
case,Sep-22,202238,80+,all_types,"9,765","7,590,087","3,680","943,691.40"
case,Sep-22,202238,all_ages_adj,all_types,"116,293","151,039,010.60","76,751","52,575,861.80"
case,Sep-22,202238,all_ages_adj,Janssen,"6,489","11,399,076","76,751","52,575,861.80"
case,Sep-22,202238,all_ages_adj,Moderna,"43,103","52,243,510","76,751","52,575,861.80"
case,Sep-22,202238,all_ages_adj,Pfizer,"66,564","87,345,124","76,751","52,575,861.80"
death,Apr-21,202114,12-17,all_types,0,"34,769",2,"16,021,000"
death,Apr-21,202114,18-29,all_types,0,"2,307,016",24,"28,381,050"
death,Apr-21,202114,30-49,all_types,2,"6,717,238",214,"37,804,697"
death,Apr-21,202114,50-64,all_types,9,"6,728,640",651,"20,877,118"
death,Apr-21,202114,65-79,all_types,54,"13,098,723",767,"7,070,666"
death,Apr-21,202114,80+,all_types,69,"4,482,813",581,"2,335,767"
death,Apr-21,202114,all_ages_adj,all_types,134,"33,369,199","2,239","112,490,298"
death,Apr-21,202114,all_ages_adj,Janssen,18,"2,069,108","2,239","112,490,298"
death,Apr-21,202114,all_ages_adj,Moderna,32,"14,636,199","2,239","112,490,298"
death,Apr-21,202114,all_ages_adj,Pfizer,84,"16,612,691","2,239","112,490,298"
death,Apr-21,202115,12-17,all_types,0,"51,199",4,"15,787,643"
death,Apr-21,202115,18-29,all_types,0,"2,877,947",35,"26,697,316"
death,Apr-21,202115,30-49,all_types,3,"8,266,393",202,"34,988,591"
death,Apr-21,202115,50-64,all_types,16,"8,652,812",569,"18,948,165"
death,Apr-21,202115,65-79,all_types,52,"14,946,802",791,"6,489,342"
death,Apr-21,202115,80+,all_types,90,"4,843,225",541,"2,210,506"
death,Apr-21,202115,all_ages_adj,all_types,161,"39,638,378","2,142","105,121,563"
death,Apr-21,202115,all_ages_adj,Janssen,22,"2,699,757","2,142","105,121,563"
death,Apr-21,202115,all_ages_adj,Moderna,48,"17,125,093","2,142","105,121,563"
death,Apr-21,202115,all_ages_adj,Pfizer,91,"19,758,088","2,142","105,121,563"
death,Apr-21,202116,12-17,all_types,0,"80,065",0,"15,532,411"
death,Apr-21,202116,18-29,all_types,0,"3,766,058",20,"25,300,083"
death,Apr-21,202116,30-49,all_types,4,"10,414,022",184,"32,734,318"
death,Apr-21,202116,50-64,all_types,19,"11,228,627",522,"17,573,271"
death,Apr-21,202116,65-79,all_types,59,"16,346,841",737,"6,057,452"
death,Apr-21,202116,80+,all_types,99,"5,128,330",497,"2,114,724"
death,Apr-21,202116,all_ages_adj,all_types,181,"46,963,943","1,960","99,312,259"
death,Apr-21,202116,all_ages_adj,Janssen,32,"4,264,556","1,960","99,312,259"
death,Apr-21,202116,all_ages_adj,Moderna,55,"19,606,927","1,960","99,312,259"
death,Apr-21,202116,all_ages_adj,Pfizer,94,"23,029,417","1,960","99,312,259"
death,Apr-21,202117,12-17,all_types,0,"129,693",4,"15,304,890"
death,Apr-21,202117,18-29,all_types,0,"4,733,602",22,"24,180,509"
death,Apr-21,202117,30-49,all_types,4,"12,642,038",175,"30,955,689"
death,Apr-21,202117,50-64,all_types,25,"13,947,319",469,"16,425,786"
death,Apr-21,202117,65-79,all_types,66,"17,335,579",583,"5,707,307"
death,Apr-21,202117,80+,all_types,93,"5,329,034",420,"2,037,511"
death,Apr-21,202117,all_ages_adj,all_types,188,"54,117,265","1,673","94,611,692"
death,Apr-21,202117,all_ages_adj,Janssen,38,"5,295,984","1,673","94,611,692"
death,Apr-21,202117,all_ages_adj,Moderna,56,"22,277,911","1,673","94,611,692"
death,Apr-21,202117,all_ages_adj,Pfizer,94,"26,477,037","1,673","94,611,692"
death,May-21,202118,12-17,all_types,0,"219,253",2,"15,150,600"
death,May-21,202118,18-29,all_types,0,"5,694,844",21,"23,374,940"
death,May-21,202118,30-49,all_types,4,"14,822,308",154,"29,653,214"
death,May-21,202118,50-64,all_types,28,"16,533,693",399,"15,561,432"
death,May-21,202118,65-79,all_types,50,"18,048,958",555,"5,424,255"
death,May-21,202118,80+,all_types,70,"5,470,173",388,"1,974,448"
death,May-21,202118,all_ages_adj,all_types,152,"60,789,229","1,519","91,138,889"
death,May-21,202118,all_ages_adj,Janssen,23,"5,301,029","1,519","91,138,889"
death,May-21,202118,all_ages_adj,Moderna,58,"25,148,938","1,519","91,138,889"
death,May-21,202118,all_ages_adj,Pfizer,70,"30,269,672","1,519","91,138,889"
death,May-21,202119,12-17,all_types,0,"365,567",1,"14,793,922"
death,May-21,202119,18-29,all_types,0,"6,896,667",22,"22,708,659"
death,May-21,202119,30-49,all_types,2,"17,216,364",139,"28,645,321"
death,May-21,202119,50-64,all_types,11,"18,766,495",353,"14,912,878"
death,May-21,202119,65-79,all_types,53,"18,603,384",447,"5,201,287"
death,May-21,202119,80+,all_types,68,"5,581,161",285,"1,923,235"
death,May-21,202119,all_ages_adj,all_types,134,"67,429,638","1,247","88,185,302"
death,May-21,202119,all_ages_adj,Janssen,12,"5,445,221","1,247","88,185,302"
death,May-21,202119,all_ages_adj,Moderna,45,"27,763,415","1,247","88,185,302"
death,May-21,202119,all_ages_adj,Pfizer,77,"34,148,860","1,247","88,185,302"
death,May-21,202120,12-17,all_types,0,"599,059",1,"13,637,683"
death,May-21,202120,18-29,all_types,1,"8,384,922",12,"21,987,276"
death,May-21,202120,30-49,all_types,1,"19,747,799",113,"27,557,903"
death,May-21,202120,50-64,all_types,19,"20,562,928",283,"14,272,494"
death,May-21,202120,65-79,all_types,59,"19,063,557",413,"4,990,909"
death,May-21,202120,80+,all_types,68,"5,674,121",225,"1,877,185"
death,May-21,202120,all_ages_adj,all_types,148,"74,032,386","1,047","84,323,450"
death,May-21,202120,all_ages_adj,Janssen,25,"5,785,507","1,047","84,323,450"
death,May-21,202120,all_ages_adj,Moderna,54,"29,984,628","1,047","84,323,450"
death,May-21,202120,all_ages_adj,Pfizer,69,"38,186,673","1,047","84,323,450"
death,May-21,202121,12-17,all_types,0,"847,330",1,"12,974,746"
death,May-21,202121,18-29,all_types,2,"9,750,952",8,"21,384,429"
death,May-21,202121,30-49,all_types,0,"21,913,819",87,"26,684,106"
death,May-21,202121,50-64,all_types,22,"21,890,139",229,"13,774,345"
death,May-21,202121,65-79,all_types,46,"19,427,054",355,"4,825,491"
death,May-21,202121,80+,all_types,47,"5,751,025",207,"1,840,747"
death,May-21,202121,all_ages_adj,all_types,117,"79,580,319",887,"81,483,864"
death,May-21,202121,all_ages_adj,Janssen,14,"6,117,309",887,"81,483,864"
death,May-21,202121,all_ages_adj,Moderna,42,"32,071,676",887,"81,483,864"
death,May-21,202121,all_ages_adj,Pfizer,61,"41,314,161",887,"81,483,864"
death,Jun-21,202122,12-17,all_types,0,"1,068,385",0,"12,556,194"
death,Jun-21,202122,18-29,all_types,0,"10,879,571",10,"20,963,077"
death,Jun-21,202122,30-49,all_types,2,"23,711,389",88,"26,059,949"
death,Jun-21,202122,50-64,all_types,18,"22,956,082",208,"13,422,316"
death,Jun-21,202122,65-79,all_types,40,"19,734,660",255,"4,710,643"
death,Jun-21,202122,80+,all_types,50,"5,818,490",139,"1,816,000"
death,Jun-21,202122,all_ages_adj,all_types,110,"84,168,577",700,"79,528,179"
death,Jun-21,202122,all_ages_adj,Janssen,16,"6,458,242",700,"79,528,179"
death,Jun-21,202122,all_ages_adj,Moderna,34,"33,951,344",700,"79,528,179"
death,Jun-21,202122,all_ages_adj,Pfizer,59,"43,680,259",700,"79,528,179"
death,Jun-21,202123,12-17,all_types,0,"1,214,880",0,"12,181,473"
death,Jun-21,202123,18-29,all_types,0,"11,689,680",10,"20,576,900"
death,Jun-21,202123,30-49,all_types,1,"24,996,816",88,"25,486,834"
death,Jun-21,202123,50-64,all_types,12,"23,741,729",208,"13,107,598"
death,Jun-21,202123,65-79,all_types,40,"19,974,928",225,"4,605,377.40"
death,Jun-21,202123,80+,all_types,45,"5,872,097",136,"1,791,966"
death,Jun-21,202123,all_ages_adj,all_types,98,"87,490,130",667,"77,750,148.40"
death,Jun-21,202123,all_ages_adj,Janssen,7,"6,773,377",667,"77,750,148.40"
death,Jun-21,202123,all_ages_adj,Moderna,31,"35,434,669",667,"77,750,148.40"
death,Jun-21,202123,all_ages_adj,Pfizer,60,"45,202,124",667,"77,750,148.40"
death,Jun-21,202124,12-17,all_types,0,"1,594,071",1,"11,892,388"
death,Jun-21,202124,18-29,all_types,0,"12,242,621",13,"20,237,515"
death,Jun-21,202124,30-49,all_types,4,"25,855,218",88,"24,992,277"
death,Jun-21,202124,50-64,all_types,15,"24,268,939",195,"12,840,744"
death,Jun-21,202124,65-79,all_types,42,"20,147,175",226,"4,517,884.40"
death,Jun-21,202124,80+,all_types,63,"5,910,519",143,"1,771,692"
death,Jun-21,202124,all_ages_adj,all_types,124,"90,018,543",666,"76,252,500.40"
death,Jun-21,202124,all_ages_adj,Janssen,17,"7,006,954",666,"76,252,500.40"
death,Jun-21,202124,all_ages_adj,Moderna,32,"36,403,554",666,"76,252,500.40"
death,Jun-21,202124,all_ages_adj,Pfizer,75,"46,526,777",666,"76,252,500.40"
death,Jun-21,202125,12-17,all_types,0,"2,687,287",0,"11,570,129"
death,Jun-21,202125,18-29,all_types,0,"12,786,713",12,"19,928,257"
death,Jun-21,202125,30-49,all_types,4,"26,666,242",100,"24,547,288"
death,Jun-21,202125,50-64,all_types,20,"24,739,325",228,"12,594,120"
death,Jun-21,202125,65-79,all_types,59,"20,302,678",261,"4,436,282.40"
death,Jun-21,202125,80+,all_types,62,"5,945,592",140,"1,752,933"
death,Jun-21,202125,all_ages_adj,all_types,145,"93,127,837",741,"74,829,009.40"
death,Jun-21,202125,all_ages_adj,Janssen,21,"7,243,318",741,"74,829,009.40"
death,Jun-21,202125,all_ages_adj,Moderna,46,"37,151,510",741,"74,829,009.40"
death,Jun-21,202125,all_ages_adj,Pfizer,77,"48,650,780",741,"74,829,009.40"
death,Jun-21,202126,12-17,all_types,0,"3,405,255",0,"11,285,406"
death,Jun-21,202126,18-29,all_types,0,"13,306,696",13,"19,634,880"
death,Jun-21,202126,30-49,all_types,8,"27,425,376",155,"24,129,058"
death,Jun-21,202126,50-64,all_types,22,"25,166,203",301,"12,367,323"
death,Jun-21,202126,65-79,all_types,49,"20,441,928",295,"4,362,091.40"
death,Jun-21,202126,80+,all_types,73,"5,975,958",173,"1,736,558"
death,Jun-21,202126,all_ages_adj,all_types,152,"95,721,416",937,"73,515,316.40"
death,Jun-21,202126,all_ages_adj,Janssen,20,"7,463,727",937,"73,515,316.40"
death,Jun-21,202126,all_ages_adj,Moderna,37,"37,840,112",937,"73,515,316.40"
death,Jun-21,202126,all_ages_adj,Pfizer,95,"50,334,507",937,"73,515,316.40"
death,Jul-21,202127,12-17,all_types,0,"3,803,936",1,"11,073,705"
death,Jul-21,202127,18-29,all_types,0,"13,681,342",27,"19,390,013"
death,Jul-21,202127,30-49,all_types,10,"27,968,904",224,"23,782,655"
death,Jul-21,202127,50-64,all_types,37,"25,475,679",466,"12,178,666"
death,Jul-21,202127,65-79,all_types,91,"20,544,593",453,"4,298,931.30"
death,Jul-21,202127,80+,all_types,130,"5,998,220",227,"1,722,364"
death,Jul-21,202127,all_ages_adj,all_types,268,"97,472,674","1,398","72,446,334.30"
death,Jul-21,202127,all_ages_adj,Janssen,24,"7,644,170","1,398","72,446,334.30"
death,Jul-21,202127,all_ages_adj,Moderna,95,"38,335,845","1,398","72,446,334.30"
death,Jul-21,202127,all_ages_adj,Pfizer,148,"51,409,009","1,398","72,446,334.30"
death,Jul-21,202128,12-17,all_types,0,"4,127,600",1,"10,825,825"
death,Jul-21,202128,18-29,all_types,0,"13,981,596",41,"19,127,673"
death,Jul-21,202128,30-49,all_types,16,"28,402,605",353,"23,417,610"
death,Jul-21,202128,50-64,all_types,55,"25,717,346",679,"11,979,017"
death,Jul-21,202128,65-79,all_types,190,"20,624,913",705,"4,232,387.30"
death,Jul-21,202128,80+,all_types,210,"6,016,156",325,"1,707,370"
death,Jul-21,202128,all_ages_adj,all_types,471,"98,870,216","2,104","71,289,882.30"
death,Jul-21,202128,all_ages_adj,Janssen,61,"7,789,216","2,104","71,289,882.30"
death,Jul-21,202128,all_ages_adj,Moderna,128,"38,682,356","2,104","71,289,882.30"
death,Jul-21,202128,all_ages_adj,Pfizer,281,"52,314,431","2,104","71,289,882.30"
death,Jul-21,202129,12-17,all_types,1,"4,373,599",3,"10,540,400"
death,Jul-21,202129,18-29,all_types,0,"14,235,020",78,"18,837,626"
